doc,w,target,pos,year,mop_id,file_path,lemmas,gender,party_abbrev,z
2035,alkoholoch narkotikaupplysning mm ut genom massmedia mellanölet svarade år fortfarande för,massmedia,5,1974,thure_jadestig_ac053d,../riksdagen-corpus/corpus/1974/prot-1974--54.xml,mass,man,S,1
2036,som bryggareföreningen redovisar för våra massmedia är uppenbarligen valda i syfte,massmedia,5,1974,thure_jadestig_ac053d,../riksdagen-corpus/corpus/1974/prot-1974--54.xml,mass,man,S,2
2037,i hög grad att försvåra massmedias arbete ty de kan då,massmedias,5,1974,gunnar_sträng_minister_1969,../riksdagen-corpus/corpus/1974/prot-1974--97.xml,mass,,,4
2038,ganska entydigt framgått i olika massmedia men herr hermansson och herr,massmedia,5,1974,thorbjorn_falldin_08d17c,../riksdagen-corpus/corpus/1974/prot-1974--97.xml,mass,man,C,2
2039,leden är stor rapporterar våra massmedier så gott som dagligen vid,massmedier,5,1974,gunnar_helen_77d95f,../riksdagen-corpus/corpus/1974/prot-1974--97.xml,mass,man,L,1
2040,fyra krav och ber alla massmedia att sprida appellen vi ber,massmedia,5,1974,arne_geijer_1e0979,../riksdagen-corpus/corpus/1974/prot-1974--81.xml,mass,man,S,1
2041,räknar med skall föras i massmedia vi vet att inte bara,massmedia,5,1974,sture_palm_7b6665,../riksdagen-corpus/corpus/1974/prot-1974--42.xml,mass,man,S,1
2042,vi vet att inte bara massmedia utan också allmänheten har visat,massmedia,5,1974,sture_palm_7b6665,../riksdagen-corpus/corpus/1974/prot-1974--42.xml,mass,man,S,4
2043,från statsmännen i europas huvudstäder massmedia avspeglar framför allt de negativa,massmedia,5,1974,gunnar_helen_77d95f,../riksdagen-corpus/corpus/1974/prot-1974--43.xml,mass,man,L,1
2044,afrika en undanskymd plats i massmedia och opinionsbildning talet om att,massmedia,5,1974,c-h_hermansson_f736c3,../riksdagen-corpus/corpus/1974/prot-1974--43.xml,mass,man,V,4
2045,det måste vara svårt för massmedia att sköta en sådan här,massmedia,5,1974,c-h_hermansson_f736c3,../riksdagen-corpus/corpus/1974/prot-1974--43.xml,mass,man,V,4
2046,uttala några allmänna fördömanden av massmedia de söker göra sitt jobb,massmedia,5,1974,c-h_hermansson_f736c3,../riksdagen-corpus/corpus/1974/prot-1974--43.xml,mass,man,V,4
2047,veckornas våldsamt upphetsade debatt i massmedia har haft vissa goda ting,massmedia,5,1974,staffan_burenstam_linder_b9aad1,../riksdagen-corpus/corpus/1974/prot-1974--43.xml,mass,man,M,2
2048,den informationsverksamhet som bedrivs genom massmedia m m vilken vanlig löntagare,massmedia,5,1974,torsten_fredriksson_97b0bf,../riksdagen-corpus/corpus/1974/prot-1974--43.xml,mass,man,S,3
2049,mycket stor utsträckning debatten i massmedia under det senaste året har,massmedia,5,1974,birgitta_hambraeus_0f4276,../riksdagen-corpus/corpus/1974/prot-1974--80.xml,mass,woman,C,3
2050,nästan allt som förekommer i massmedia är negativt vi skall inte,massmedia,5,1974,birgitta_hambraeus_0f4276,../riksdagen-corpus/corpus/1974/prot-1974--80.xml,mass,woman,C,1
2051,wijkman säger alldeles riktigt att massmedia kanske har tagit fram mer,massmedia,5,1974,anders_wijkman_ac3456,../riksdagen-corpus/corpus/1974/prot-1974--80.xml,mass,man,M,1
2052,orsaken till det är att massmedia just har upptäckt den bristande,massmedia,5,1974,anders_wijkman_ac3456,../riksdagen-corpus/corpus/1974/prot-1974--80.xml,mass,man,M,2
2053,den information som ges genom massmedia vi har därför ansett det,massmedia,5,1974,per-axel_emanuel_nilsson_6b7789,../riksdagen-corpus/corpus/1974/prot-1974--94.xml,mass,,,2
2054,påhejad av press och andra massmedia den verkligt abortförebyggande åtgärden vore,massmedia,5,1974,doris_havik_0095f1,../riksdagen-corpus/corpus/1974/prot-1974--94.xml,mass,woman,S,2
2055,existerande preventivmetoder inte minst genom massmedia om och hur man använder,massmedia,5,1974,lilly_hansson_a5b0c8,../riksdagen-corpus/corpus/1974/prot-1974--94.xml,mass,woman,S,1
2056,frågan som har diskuterats i massmedia bl a tog herbert söderström,massmedia,5,1974,lars-ove_hagberg_5d8dda,../riksdagen-corpus/corpus/1974/prot-1974--90.xml,mass,man,V,2
2057,nyheter i press och andra massmedia på något sätt kan vara,massmedia,5,1974,bertil_af_ugglas_2d8b80,../riksdagen-corpus/corpus/1974/prot-1974--85.xml,mass,man,M,1
2058,och journalister främst ser snabba massmedier som nyhetsmedier så länge riskerar,massmedier,5,1974,bertil_zachrisson_minister_1973,../riksdagen-corpus/corpus/1974/prot-1974--85.xml,mass,,,1
2059,om hur våra tidningar och massmedier i övrigt fungerar att allt,massmedier,5,1974,bertil_af_ugglas_2d8b80,../riksdagen-corpus/corpus/1974/prot-1974--85.xml,mass,man,M,1
2060,gångna våren uppmärksammats i svenska massmedia inte minst tack vare den,massmedia,5,1974,sven_andersson_minister_1973,../riksdagen-corpus/corpus/1974/prot-1974--85.xml,mass,,,1
2061,så sällan att allmänheten genom massmedia får uppgifter om att personer,massmedia,5,1974,carl_lidbom_minister_1969,../riksdagen-corpus/corpus/1974/prot-1974--85.xml,mass,,,4
2062,utan att kunna avgöra om massmedias uppgifter i detta stycke är,massmedias,5,1974,carl_lidbom_minister_1969,../riksdagen-corpus/corpus/1974/prot-1974--85.xml,mass,,,4
2063,en mycket hetsig diskussion i massmedia och på annat sätt ute,massmedia,5,1974,unknown,../riksdagen-corpus/corpus/1974/prot-1974--91.xml,mass,,,1
2064,miljon avsedd för information genom massmedia i samband med att den,massmedia,5,1974,rune_gustavsson_241816,../riksdagen-corpus/corpus/1974/prot-1974--93.xml,mass,man,C,1
2065,och miljon för information genom massmedia med hänsyn till den satsning,massmedia,5,1974,rune_gustavsson_241816,../riksdagen-corpus/corpus/1974/prot-1974--93.xml,mass,man,C,1
2066,jag föreslagit för information genom massmedia i samband med att den,massmedia,5,1974,gosta_bohman_88a4c7,../riksdagen-corpus/corpus/1974/prot-1974--93.xml,mass,man,M,4
2067,ju mest en del av massmedia som backat upp förslaget och,massmedia,5,1974,allan_akerlind_bc4561,../riksdagen-corpus/corpus/1974/prot-1974--93.xml,mass,man,M,1
2068,utanför det bl a i massmedia utanför riksdagshuset talas det om,massmedia,5,1974,allan_akerlind_bc4561,../riksdagen-corpus/corpus/1974/prot-1974--93.xml,mass,man,M,2
2069,obehövligt eftersom tidningar och andra massmedia tagit ut segern för den,massmedia,5,1974,thure_dahlberg_148c96,../riksdagen-corpus/corpus/1974/prot-1974--93.xml,mass,man,S,1
2070,minst i dagspress och övriga massmedia jag vill erinra om att,massmedia,5,1974,per-erik_nisser_ebb038,../riksdagen-corpus/corpus/1974/prot-1974--44.xml,mass,man,M,1
2071,inom parentes säga att i massmedia har framskymtat att socialdemokratin inte,massmedia,5,1974,karl-erik_eriksson_7b1b49,../riksdagen-corpus/corpus/1974/prot-1974--45.xml,mass,man,L,4
2072,få kännedom om innehållet genom massmedia nu valde regeringen i stället,massmedia,5,1974,gustaf_jonnergard_f744f0,../riksdagen-corpus/corpus/1974/prot-1974--86.xml,mass,man,C,2
2073,beslut uppstår i kungl majt massmedia regeringen försöker nu uppfylla riksdagsbeslutet,massmedia,5,1974,sven_andersson_36bb18,../riksdagen-corpus/corpus/1974/prot-1974--86.xml,mass,man,L,2
2074,minoriteternas rättigheter är liksom fria medier och ett fritt kulturliv andra,medier,5,1995,marianne_samuelsson_3b64ac,../riksdagen-corpus/corpus/199596/prot-199596--39.xml,medi,woman,MP,4
2075,att det som sägs i medier är korrekt därför vore det,medier,5,1995,per_unckel_d80070,../riksdagen-corpus/corpus/199596/prot-199596--11.xml,medi,man,M,2
2076,ha som sin ordförande inte massmedier eller andra partier jag kan,massmedier,5,1995,gorel_thurdin_2_vice_talman,../riksdagen-corpus/corpus/199596/prot-199596--11.xml,mass,,,4
2077,peka på att man i massmedier talar om att det blir,massmedier,5,1995,lena_klevenas_49963b,../riksdagen-corpus/corpus/199596/prot-199596--103.xml,mass,woman,S,1
2078,en stor brist hos svenska massmedier att inte bättre avslöja detta,massmedier,5,1995,goran_lennmarker_f3d414,../riksdagen-corpus/corpus/199596/prot-199596--6.xml,mass,man,M,1
2079,gränsöverskridande miljöproblem nämligen de elektroniska mediernas snabba spridning av förnedrande pornografi,mediernas,5,1995,goran_lennmarker_f3d414,../riksdagen-corpus/corpus/199596/prot-199596--6.xml,medi,man,M,0
2080,mötena skall vara tillgängliga för medier och allmänhet beslutsprocedurerna i rådet,medier,5,1995,goran_lennmarker_f3d414,../riksdagen-corpus/corpus/199596/prot-199596--6.xml,medi,man,M,0
2081,det som politiker polis och massmedier sedan länge brukar beskriva som,massmedier,5,1995,eva_zetterberg_04f0af,../riksdagen-corpus/corpus/199596/prot-199596--6.xml,mass,woman,V,1
2082,barnen och ungdomen konstnärernas villkor massmediernas inverkan kulturarvet och det svenska,massmediernas,5,1995,marianne_andersson_aacf1b,../riksdagen-corpus/corpus/199596/prot-199596--6.xml,mass,woman,C,4
2083,medel en fri press fria medier och offentlighetsprincipen enligt vilken alla,medier,5,1995,kurt_ove_johansson_28e98e,../riksdagen-corpus/corpus/199596/prot-199596--101.xml,medi,man,S,0
2084,att riksdagsledamöterna ofta föll för mediernas locktoner om en anmälan till,mediernas,5,1995,kurt_ove_johansson_28e98e,../riksdagen-corpus/corpus/199596/prot-199596--101.xml,medi,man,S,4
2085,riksdagens kontrollmakt kanske också åt massmediernas arbete beslutsformerna inom regering och,massmediernas,5,1995,peter_eriksson_cbebcf,../riksdagen-corpus/corpus/199596/prot-199596--101.xml,mass,man,MP,3
2086,om det har blivit stor massmedial uppståndelse kring utnämningen av henrik,massmedial,5,1995,peter_eriksson_cbebcf,../riksdagen-corpus/corpus/199596/prot-199596--101.xml,mass,man,MP,3
2087,bekant är förbjudet att efterforska massmediernas källor det som i realiteten,massmediernas,5,1995,kenneth_kvist_919b0e,../riksdagen-corpus/corpus/199596/prot-199596--101.xml,mass,man,V,3
2088,ju även ifrågasatts i svenska medier det har framkommit att delegaterna,medier,5,1995,ewa_larsson_f3da35,../riksdagen-corpus/corpus/199596/prot-199596--101.xml,medi,woman,MP,0
2089,dag har vi också via medier kunnat ta del av en,medier,5,1995,johnny_ahlqvist_a942a6,../riksdagen-corpus/corpus/199596/prot-199596--115.xml,medi,man,S,2
2090,viktigt att markera då vissa medier i dag har gått ut,medier,5,1995,barbro_johansson_6d5224,../riksdagen-corpus/corpus/199596/prot-199596--115.xml,medi,woman,MP,0
2091,det presenteras denna vuxenutbildningssatsning av medier och av en del socialdemokratiska,medier,5,1995,jan_bjorkman_b42216,../riksdagen-corpus/corpus/199596/prot-199596--115.xml,medi,man,S,0
2092,birger schlaug enligt uppgifter i medier har birger schlaug uttryckt miljöpartiets,medier,5,1995,anne_wibble_8ff1a1,../riksdagen-corpus/corpus/199596/prot-199596--7.xml,medi,woman,L,2
2093,jag vill hävda pågår inom medier och bland de borgerliga partierna,medier,5,1995,tanja_linderborg_674948,../riksdagen-corpus/corpus/199596/prot-199596--7.xml,medi,woman,V,1
2094,egen vardag blir för stor massmediernas rapportering om samhällsfrågor ökar ofta,massmediernas,5,1995,marianne_samuelsson_3b64ac,../riksdagen-corpus/corpus/199596/prot-199596--3.xml,mass,woman,MP,3
2095,är insatta i det nya mediet och alla vill framhäva sig,mediet,5,1995,margitta_edgren_459609,../riksdagen-corpus/corpus/199596/prot-199596--105.xml,medi,woman,L,4
2096,som skall fungera oberoende av medier och teknik därmed har ingen,medier,5,1995,charlotta_l_bjalkebring_a25884,../riksdagen-corpus/corpus/199596/prot-199596--105.xml,medi,woman,V,0
2097,förankring och kommunikation via moderna medier open university i storbritannien är,medier,5,1995,elisa_abascal_reyes_ddfd52,../riksdagen-corpus/corpus/199596/prot-199596--105.xml,medi,woman,MP,0
2098,när det gäller granskning gäller massmedialt redan kända företeelser ibaffären eller,massmedialt,5,1995,andreas_carlgren_e3a3f1,../riksdagen-corpus/corpus/199596/prot-199596--104.xml,mass,man,C,3
2099,mycket stor publicitet i internationella medier släpptes han så småningom trots,medier,5,1995,gustaf_von_essen_5af234,../riksdagen-corpus/corpus/199596/prot-199596--104.xml,medi,man,M,4
2100,har det blivit oppositionens och massmediernas fel att den fått hetsas,massmediernas,5,1995,olof_johansson_334294,../riksdagen-corpus/corpus/199596/prot-199596--110.xml,mass,man,C,3
2101,retroaktiv effekt förslagets effekter för medier kulturinstitutioner och förlag berörs över,medier,5,1995,agne_hansson_e56b58,../riksdagen-corpus/corpus/199596/prot-199596--28.xml,medi,man,C,0
2102,journalistkåren utgör i tidningarnas och mediernas värld i reservationerna och oroar,mediernas,5,1995,unknown,../riksdagen-corpus/corpus/199596/prot-199596--28.xml,medi,,,0
2103,i debatten i broschyrer och medier framkom uppgifter som inte hade,medier,5,1995,kia_andreasson_6113db,../riksdagen-corpus/corpus/199596/prot-199596--106.xml,medi,woman,MP,0
2104,svenska debatten och i svenska medier eller till mig som utrikesminister,medier,5,1995,eva_zetterberg_04f0af,../riksdagen-corpus/corpus/199596/prot-199596--98.xml,medi,woman,V,0
2105,ursprungliga behandlingen mycket tydligt i massmedier klargjort exakt de principer som,massmedier,5,1995,birgit_friggebo_d900d6,../riksdagen-corpus/corpus/199596/prot-199596--98.xml,mass,woman,L,2
2106,här i riksdagshuset dels också massmedialt det har ansetts att riksdagens,massmedialt,5,1995,sivert_carlsson_392064,../riksdagen-corpus/corpus/199596/prot-199596--59.xml,mass,man,C,3
2107,beträffande riksdagsledamöternas arbetssituation från exempelvis massmediernas sida som gör att frågan,massmediernas,5,1995,sivert_carlsson_392064,../riksdagen-corpus/corpus/199596/prot-199596--59.xml,mass,man,C,4
2108,och tas inte upp av medier och tillverkare men fyrverkerier innehåller,medier,5,1995,marie_granlund_4198ce,../riksdagen-corpus/corpus/199596/prot-199596--59.xml,medi,woman,S,4
2109,press radio tv och övriga medier här har det demokratiska samhället,medier,5,1995,nils_fredrik_aurelius_2e3f13,../riksdagen-corpus/corpus/199596/prot-199596--64.xml,medi,man,M,0
2110,folket har tagit del av massmediernas skildring av förhållandena vid apoteksbolaget,massmediernas,5,1995,conny_ohman_c735e3,../riksdagen-corpus/corpus/199596/prot-199596--64.xml,mass,man,S,4
2111,människor speciellt när man i massmedier visar bilder på hur djur,massmedier,5,1995,birgitta_gidblom_f50847,../riksdagen-corpus/corpus/199596/prot-199596--64.xml,mass,woman,S,4
2112,utvecklas och utnyttjas i nya medier fru talman i dag skall,medier,5,1995,jan_backman_6092f0,../riksdagen-corpus/corpus/199596/prot-199596--58.xml,medi,man,M,0
2113,livslång anonymitet gentemot press och massmedier jag vet inte om det,massmedier,5,1995,gun_hellsvik_d75c5e,../riksdagen-corpus/corpus/199596/prot-199596--77.xml,mass,woman,M,1
2114,också tillsammans med andra i massmedier talat om att slottet bör,massmedier,5,1995,dan_ericsson_d0c229,../riksdagen-corpus/corpus/199596/prot-199596--89.xml,mass,man,KD,4
2115,kanske kommer att visas i massmedier tänk bara hur det hade,massmedier,5,1995,dan_ericsson_d0c229,../riksdagen-corpus/corpus/199596/prot-199596--89.xml,mass,man,KD,2
2116,fått för stort utrymme i massmedier det blir för mycket koncentration,massmedier,5,1995,birgitta_dahl_talman,../riksdagen-corpus/corpus/199596/prot-199596--76.xml,mass,,,3
2117,utrikesministern påtalar ånyo framför allt massmediernas ansvar för att skydda enskild,massmediernas,5,1995,lennart_daleus_c8d407,../riksdagen-corpus/corpus/199596/prot-199596--47.xml,mass,man,C,3
2118,tjänstemän och politiker som för massmedier fru talman margit gennser har,massmedier,5,1995,margit_gennser_27e123,../riksdagen-corpus/corpus/199596/prot-199596--47.xml,mass,woman,M,2
2119,bereds utrymme i ett visst medium sprider sitt budskap på annat,medium,5,1995,kia_andreasson_6113db,../riksdagen-corpus/corpus/199596/prot-199596--53.xml,medi,woman,MP,3
2120,gå vidare till butiksinnehavarna och massmedia i höstas skrev anna hedborg,massmedia,5,1995,chatrine_palsson_78bb1c,../riksdagen-corpus/corpus/199596/prot-199596--84.xml,mass,woman,KD,2
2121,sett olof johansson i olika medier uttala sig för att arbetet,medier,5,1995,kerstin_warnerbring_f91274,../riksdagen-corpus/corpus/199596/prot-199596--52.xml,medi,woman,C,0
2122,att de kan få viss medial spridning och gåsleversocialism kan väl,medial,5,1995,birger_schlaug_6776ce,../riksdagen-corpus/corpus/199596/prot-199596--44.xml,medi,man,MP,3
2123,utredas jag har ofta lovprisat massmediernas demokratiska värde och deras insatser,massmediernas,5,1995,peter_eriksson_cbebcf,../riksdagen-corpus/corpus/199596/prot-199596--86.xml,mass,man,MP,4
2124,tid i bosnien stöder vi medier och demokrati det är många,medier,5,1995,goran_lennmarker_f3d414,../riksdagen-corpus/corpus/199596/prot-199596--55.xml,medi,man,M,0
2125,fått samma uppmärksamhet i svenska medier jag ser dessa val som,medier,5,1995,eva_zetterberg_04f0af,../riksdagen-corpus/corpus/199596/prot-199596--55.xml,medi,woman,V,2
2126,satsat på stöd till oberoende medier vilket karlgöran biörsmark tog upp,medier,5,1995,marianne_samuelsson_3b64ac,../riksdagen-corpus/corpus/199596/prot-199596--55.xml,medi,woman,MP,0
2127,detta sällan lika intressant och massmedialt gångbart som akuta militära insatser,massmedialt,5,1995,lars_hjerten_dd741c,../riksdagen-corpus/corpus/199596/prot-199596--55.xml,mass,man,M,3
2128,på honom för att inga medier skulle kunna få kontakt vem,medier,5,1995,berndt_ekholm_38b14f,../riksdagen-corpus/corpus/199596/prot-199596--55.xml,medi,man,S,4
2129,oss och få ut i massmedier och till våra folk är,massmedier,5,1995,annika_nordgren_christensen_2a57b7,../riksdagen-corpus/corpus/199596/prot-199596--55.xml,mass,woman,MP,4
2130,intensitet och hastigt förlopp våra massmedier har ett stort ansvar i,massmedier,5,1995,bjorn_kaaling_ff9f02,../riksdagen-corpus/corpus/199596/prot-199596--55.xml,mass,man,S,1
